PatientID	aDC	Adipocytes	Astrocytes	B_cells	Basophils	CD4_memory_T_cells	CD4_naive_T_cells	CD4_T_cells	CD4_Tcm	CD4_Tem	CD8_naive_T_cells	CD8_T_cells	CD8_Tcm	CD8_Tem	cDC	Chondrocytes	Class_switched_memory_B_cells	CLP	CMP	DC	Endothelial_cells	Eosinophils	Epithelial_cells	Erythrocytes	Fibroblasts	GMP	Hepatocytes	HSC	iDC	Keratinocytes	ly_Endothelial_cells	Macrophages	Macrophages_M1	Macrophages_M2	Mast_cells	Megakaryocytes	Melanocytes	Memory_B_cells	MEP	Mesangial_cells	Monocytes	MPP	MSC	mv_Endothelial_cells	Myocytes	naive_B_cells	Neurons	Neutrophils	NK_cells	NKT	Osteoblast	pDC	Pericytes	Plasma_cells	Platelets	Preadipocytes	pro_B_cells	Sebocytes	Skeletal_muscle	Smooth_muscle	Tgd_cells	Th1_cells	Th2_cells	Tregs	ImmuneScore	StromaScore	MicroenvironmentScore
GSM3612410	8.02E-19	0.024925683	0	0.037372223	0.042965724	0.003710448	0	0	4.49E-19	0	0.00352994	0.005549285	9.12E-19	2.69E-18	0.017355569	0.029581653	0.047513628	0.070371782	0	0.000257966	0.013916436	0	0.021879014	1.42E-19	0.096195711	2.46E-19	0.00117902	0.130224862	0.037911132	0.005723411	0.002895775	0.00040661	0.001069566	0.006147887	0.001927944	0.005045383	0.001098492	8.40E-19	0.003041489	9.79E-21	9.58E-18	2.07E-18	1.90E-20	0.002134456	0.017814173	0	0.000896757	0	0	0.012885713	0	0	0.029622651	0.005963231	2.00E-18	0	7.92E-19	0	0.001612474	0.186996818	0.002893653	0.005800666	0.015387412	0	0.030342685	0.067518915	0.0978616
GSM3612411	3.32E-19	0.044232006	3.91E-18	0.005727948	0.007003015	0.004329342	0	1.50E-18	5.88E-18	0.032553174	0.010347079	0.009700734	0.015272415	0	0.059221284	0.022254788	0.032064305	0.053791598	0	0.001793598	0.045011158	5.15E-20	0.036949871	0	0.204877048	1.99E-18	0.001615377	0.217526174	0.079674059	0.004286626	0.01283658	0.014270463	0.011390366	0.01264216	1.68E-05	0.003970284	0.001855856	1.00E-17	0.011270586	0.00855306	0	0	0.042435749	0.01890313	0.003482849	2.31E-18	0.000157533	1.45E-20	1.51E-18	0.011805878	0	0	0.043355504	0.001184019	0	0.046689988	0	4.41E-19	0.000715303	0.143954966	1.10E-20	8.08E-19	0.010290559	0.001092806	0.02100633	0.147060106	0.168066436
GSM3612412	0.021050983	0.035643341	3.19E-18	0.056447866	6.31E-19	0.00290852	5.99E-20	0.004414731	0	0.018417404	0.010252697	0.013789847	0.016015593	6.48E-19	0.034968264	0.012467807	0.037107265	0.033898291	0.010024927	0.002943206	0.007282164	0.001279401	0.04607886	0.000817399	0.127532963	0.016873647	0.000565593	0.186657669	0.0627405	0.005394084	0.001381942	0.010176376	0.021513806	0.000364229	0.018482004	0.004615822	0.001228025	0.007534552	0.070432599	0	1.15E-18	0	0.03132297	4.75E-23	0.006658208	0.000258866	0	2.12E-19	0	0.015143218	0	0	0.012478667	0.027572104	0.000207723	0.062330886	0	0	5.89E-22	0.1241329	0.008819571	0.040415823	0.00776683	0.004943638	0.071688954	0.085229234	0.156918188
GSM3612413	0.035128591	0.094646947	0	0.00256098	0.004291809	0.011849562	2.25E-19	0.009962099	2.19E-19	0.028807404	0.007986857	0.016321166	0.0172411	1.06E-19	0.136244518	0.035059049	0.024325165	0.025237714	0.012056671	0.019956622	0.048473846	0	0.027590308	0	0.226073475	0.040855273	0.000941613	0.280852265	0.281196932	0.010305744	0.010075563	0.026604993	0.024853153	0.014981783	0.025762187	0.003260927	0.000839592	0	0.029321263	5.62E-05	0.00853993	5.43E-18	0.047347602	0.01504137	0.010627123	2.03E-18	0	0.001439959	2.49E-18	1.25E-20	1.22E-18	0.003214548	0.063954419	0.012457774	6.64E-19	0.07183992	4.15E-18	2.83E-19	0.004011751	0.148919972	0.001388748	0.00016754	0.008095889	0.026872898	0.074098624	0.184597134	0.258695758
GSM3612414	0	0.029574568	0	0.031158436	0	0	0	0	3.48E-18	0.012765817	0.008376919	4.89E-19	0	2.61E-19	0.04954645	0	0.058907478	0.094783148	5.95E-19	0.001115367	0.037799089	5.27E-20	0.031966644	1.21E-21	0.079572935	0.028985022	9.43E-19	0.16489953	0.087644916	0.003761156	0.010703365	2.84E-21	0.005054451	0.003525227	0.001372165	0.000346569	0.000814941	9.13E-18	0.041739849	2.34E-18	2.98E-18	2.26E-18	0.048501112	0.022253095	0.014836045	0	0.002484606	0	0	0.033975022	1.88E-18	0.000273144	0	0.01232401	0	0.057211433	0	2.99E-19	0.000575833	0.148429151	0.008668016	0.044767235	0.029282223	2.91E-18	0.022430646	0.073473296	0.095903941
GSM3612415	0	0.157136234	0	0.069477874	0.060307056	0.035234653	0	0.009865647	3.88E-18	0.043451985	0.008870504	0.031441117	0.044531625	3.34E-20	0.287784055	0.000385294	0.080416273	0.042563409	3.00E-21	0.054582439	0.082920201	0	0.011240376	0.000173015	0.152002865	0.033178065	1.32E-19	0.251888359	0.632506324	0.002120357	0.025785278	0.029353927	0.025344312	0.035919119	0.009088397	0.003417977	1.47E-18	0.000221403	0.023147594	0.00279877	0.006386837	0	0	0.045322982	0.017718143	1.45E-18	0.00093703	0.002584814	1.49E-17	0.025657866	0	0.015429559	2.48E-18	0.009809931	0	0.068855186	4.92E-19	0	0	0.122651567	0.005133028	0.000637493	0.015111617	0.033313545	0.141854035	0.19602965	0.337883685
GSM3612416	0	0.011890063	2.97E-18	0	5.22E-18	9.26E-19	2.11E-18	2.03E-18	0	0.003698238	0.003463006	7.42E-19	0.00123811	4.77E-18	0.07672943	0.022883266	0.005236437	0.028690975	0.001119751	0.000471066	0.018904441	0	0.081000576	1.67E-05	0.135994841	0.015854236	0.000376772	0.259401023	0.049481027	0.018196409	0.003881418	0	0.002067201	0	5.21E-20	0.002453962	0.001974074	1.84E-18	0.032976781	0.004605918	0	0	0.11238023	0.0063614	0.00198953	0	0.00028113	5.78E-19	2.34E-18	3.11E-21	0	8.39E-19	0.011127254	0.014693722	4.09E-18	0.032285287	1.04E-17	0	6.02E-05	0.128751179	2.87E-21	0.000886442	0.006019019	1.21E-18	0.000314044	0.083394672	0.083708716
GSM3612417	0.002299513	0.044833999	3.61E-18	0.041319177	2.97E-18	3.58E-20	0	1.71E-18	0	0.022619619	0.004011003	0.005551795	0.018654634	0	0.176214585	0.012751377	0.059280804	0.029654291	0.000587061	0.005924304	0.04193551	5.31E-19	0.071312882	2.99E-20	0.192024947	0.031112509	0.000502013	0.290445342	0.111588364	0.012097967	0.012885918	0.003922963	0.008509237	0.004899544	3.37E-05	0.00202558	0.002590512	0	0.019728455	0.005349415	0	3.38E-18	0.089085063	0.018645216	0.000754794	1.50E-19	0.00028148	0	5.99E-18	0.001561745	4.31E-18	0.005955346	0.008936282	0.015947935	0	0.031726185	0	9.45E-19	0.001379402	0.110593763	1.89E-19	1.69E-18	0.001235848	0.002668919	0.037834617	0.139397228	0.177231845
GSM3612418	7.82E-18	0.024950694	0	0	0.011989327	1.50E-19	5.51E-18	1.00E-17	8.86E-19	0.017470279	3.20E-19	0	7.42E-18	3.68E-19	0.006376322	7.01E-21	2.45E-19	0.039374191	0.000518141	0.002031772	0.048334644	0	0.092790536	0	0.164495382	2.58E-18	0.002119632	0.247092944	0.08021988	0.018116851	0.012442888	1.24E-18	0.004941819	0	0.00039881	0.005130241	0.004953058	0	0.027702639	1.02E-19	6.59E-18	0	0.050809093	0.030347452	0.009317594	1.24E-17	0.000194059	2.67E-20	0	0.006252038	0.017297695	1.92E-18	0	0.010161568	0	0.039273168	0	2.12E-19	2.68E-19	0.156145965	7.17E-19	0.003766289	0	1.73E-18	0.001620388	0.11889036	0.120510747
GSM3612419	3.04E-18	0.082906742	1.98E-17	0	0	0	2.66E-18	0	0	0.001433515	0	0	1.36E-18	0	0.06276056	0.016084888	0	0.027606377	0.000882143	0.009180152	0.076856064	5.22E-19	0.06468598	1.40E-21	0.214768409	0.010693311	0	0.316951583	0.203490159	0.012729463	0.029765883	0.008851569	0.012499459	0.018725852	2.27E-19	0.007966775	2.48E-19	0	0.01896435	0.014424157	8.05E-19	0	6.06E-18	0.041504472	0.008426693	0	0.000724038	0.002606634	0	3.97E-18	2.33E-17	2.50E-18	0	0	0	0.055137765	0	3.43E-20	0	0.149555306	0	0	0	0	0.013758904	0.187265607	0.201024511
GSM3612420	0	0	0	0.002894788	5.93E-18	2.09E-20	0	0	5.18E-18	0.018878116	0.013995246	0	7.97E-20	1.74E-18	0.0028375	0.012693909	0.009147893	0.059667383	0	1.03E-19	0.0037683	3.87E-20	0.06183981	0	0.118588578	3.20E-18	0	0.060258662	0.046285291	0.01191335	0.000889471	0.004083983	0.010071872	0	6.46E-19	0.000828253	0.00315103	0	5.02E-18	3.17E-19	0	1.25E-17	0.245159833	0.001618411	0.008267232	0	0.001107183	0	0	0.007993169	1.10E-18	0.001796287	0.058905573	0.009407233	0	0	6.93E-19	7.96E-20	0	0.072038544	0	0.003279041	0.002478736	0.005291043	0.004652514	0.061178439	0.065830953
GSM3612421	0.079362766	0.02082267	0	0.117494816	0	0.011401335	0.011676307	0.026902749	1.10E-18	0.079363743	0.007599315	0.011382442	0.043763034	0.011059695	0.025106264	0.004304733	0.059489368	0.039198252	0	0.00494785	0.018198433	0.002956346	0.048802108	7.90E-20	0.131563392	0	0	0.073685681	0.05905365	0.008038957	0.005412416	0.025363156	0.035332583	0.006475267	0.000834403	4.92E-05	0.004143909	0.026490561	0	0	0.004826659	0	0.177047795	0.01198701	0	0.005555099	0.000437569	0	0.003390027	0.012938696	0	0.059835057	0.044481421	0.018632739	1.46E-18	1.97E-18	0	0	5.33E-20	0.019776099	0.007988969	0.003213882	0	0.041512038	0.132065632	0.085292248	0.217357879
GSM3612422	0	0.069332431	5.76E-18	0.396569619	0.021904156	0.006015069	0.002813452	1.62E-19	1.03E-18	0	0.005330315	0.020893357	0.004629021	0	0.114987571	0	0.084386145	0.032912515	0	0.001805506	0.022224995	0	0.046057247	0	0.171531436	0.000517521	0	0.15855938	0.128753872	0.0108825	0.004877072	1.13E-18	1.06E-19	0.009059359	0.0011058	0.014014049	0	0.17274327	0.028710451	0.000126579	4.99E-19	0	3.47E-18	0.008720929	0.005595144	0.06045587	0.000794155	6.21E-19	0	0	1.17E-18	1.94E-18	9.05E-18	0.016616412	4.57E-20	0.097788591	0.018001745	3.85E-19	0	0.106824115	4.01E-18	0.001419223	2.05E-18	0	0.280249522	0.131544431	0.411793952
GSM3612423	0	0.137553903	1.51E-17	0	0.033122201	1.10E-18	2.08E-18	5.61E-18	3.78E-18	0	0.004751456	0	0	0	0.014179114	8.05E-18	0.016634434	0.02394284	9.58E-21	8.12E-20	0.066910558	2.39E-06	0.065148597	4.12E-06	0.201544739	0.000780879	0	0.267309373	0.08303107	0.012847613	0.031955119	0	0	0.00269072	0	0.010243177	0	0	0.026747881	0.008222064	1.22E-17	1.42E-18	0	0.037098994	0.015952411	0	0.000983961	0.000306956	0	0	0	5.02E-18	6.21E-18	0.011625389	7.43E-18	0.113889634	9.36E-18	7.45E-19	0	0.089672467	1.10E-18	1.23E-18	5.05E-21	5.05E-19	0.000206231	0.2030046	0.20321083
GSM3612424	0.049171052	3.81E-20	3.99E-19	0.030040089	0.04949646	0.003247675	0.004831834	0.007405565	4.47E-20	0.0858856	0.007935508	0.0027713	0.00409324	6.29E-19	0.049986212	6.36E-19	0.032382735	0.040535783	5.48E-20	0.001841925	0.030695829	0	0.060660033	0	0.137066014	0	0.001710855	0.117407651	0.017117114	0.006206777	0.006730135	0.009088302	0.017386251	0.000693899	0.002207167	0.002543479	0.002615982	0	0.022064784	6.54E-19	2.65E-18	6.76E-18	0.215636174	0.021706509	0.004524353	2.06E-18	0.00015567	0	0	0.004259397	2.43E-18	0.010793158	0.004775848	0.013397398	2.26E-19	0.015090153	0	0	7.72E-21	0.054551991	4.17E-19	0.016065844	0	0	0.035569565	0.083880922	0.119450486
GSM3612425	0.007039552	0.042486609	0	0.023093113	0.043412207	0.008015826	0	0.002709742	0	0.06541445	0.001690847	0	0.011722043	2.15E-18	0.064165447	1.85E-18	0.033652854	0.058373594	0.000341423	0.00412643	0.025809097	0	0.058646186	4.61E-19	0.118525472	0	0	0.118547202	0.076390672	0.00620964	0.005124411	0.019367366	0.017015219	0.013045446	0.00130735	1.67E-05	0.00323708	5.80E-18	0.002295596	2.66E-19	5.26E-20	1.42E-17	0.166471163	0.014374639	0	4.57E-19	0.000224019	5.31E-21	2.33E-18	0.012088016	0	0.003505703	2.88E-18	0.013703725	1.00E-18	0	0	0	0	0.150604627	8.36E-19	0.009628564	0.005633199	0.011412901	0.033736001	0.093410589	0.12714659
GSM3612426	6.28E-05	0.106135258	0	6.77E-18	0.001509928	2.19E-19	0	0	1.68E-18	0.032985252	0.002004621	0	0	8.42E-18	0.085189964	0.023964876	2.85E-19	0.033419451	1.54E-19	0.009218815	0.059229658	0.001213984	0.090338883	0	0.152441989	3.46E-20	0.00043422	0.236469714	0.135959833	0.015325203	0.026519528	0.017025263	0.019003433	0.005222446	2.19E-20	0.001554203	0.00230773	0	0.013748415	0.001215767	2.76E-18	0	3.73E-19	0.038922546	0.005549167	0	8.62E-05	2.06E-20	0	0.001835537	2.01E-19	0	7.44E-18	0.004821661	0	0.035773225	0	2.37E-18	0	0.126538485	1.59E-20	0.00390401	0	2.05E-19	0.018305375	0.158903453	0.177208827
GSM3612427	2.75E-19	0.070321773	7.86E-19	0.005745592	2.36E-22	0	0	6.74E-20	5.12E-18	0.049378098	0.003207474	0	0.007099206	1.25E-18	0.091918389	0.029497753	0.040862105	0.042332359	1.08E-19	0.004629623	0.050809257	0.002703997	0.099016228	0	0.169972335	0	0.000145505	0.217551346	0.092989173	0.01922876	0.018497853	0.013782485	0.016518367	0.002751981	0.000886027	0.000495819	0	4.19E-18	0.01719578	0.007065703	0	0	2.26E-18	0.027632304	1.18E-21	3.95E-18	0.000320162	0	0	8.95E-20	6.03E-19	1.91E-18	4.16E-18	0.008786893	6.33E-18	0.045239775	6.58E-18	0	1.37E-18	0.073476366	0	0.00241789	0.002004394	0.004418887	0.018498482	0.145551682	0.164050164
GSM3612428	0.044295081	0.000877109	0	0.069477436	0.040302263	3.43E-20	2.56E-19	0.003675838	1.66E-18	0.072014848	0.003472893	0.025011003	0.019726473	0	0.01346894	0.004973694	0.055746295	0.051039663	0.028803481	0.002112968	0.046370291	0.001212732	0.051038705	4.65E-05	0.041678495	0.031183682	0.000226109	0.135672141	0.016330512	0.005586403	0.013884075	0.011010028	0.015469313	0	0.019850947	0.001760467	0.004048528	7.58E-20	0.011036598	0	0	0	0.097120757	0.018243909	0.009081147	0	0.001510059	2.34E-19	0	0.013171703	2.35E-23	0.020992365	0.043640709	0.036956961	0	4.54E-18	1.15E-18	7.07E-20	0	0.144414883	0.010727682	0	0	0.011746628	0.088233968	0.044462947	0.132696915
GSM3612429	0.067006384	0.052453056	4.27E-18	0.015190946	0.045704962	0.005918601	0	0.000401162	7.98E-19	0.078195828	0.003299391	0.029677394	0.044702728	0.004029344	0.06398202	0.011043906	0.04279955	0.039043583	0.022373492	0.010942294	0.065036565	0.004204107	0.058887109	0	0.158994392	0.041093742	0.001654463	0.231973057	0.099225781	0.006328129	0.024093228	0.017900671	0.03065141	0.010811041	0.015615706	0.002746223	0.002036921	0	0.019482707	0.020157255	1.47E-18	3.00E-18	0	0.034613082	4.04E-20	0	0.001270391	0	0	0.007563947	0	0.017662618	0.002766058	0.019956763	3.18E-19	0.01767375	7.20E-18	0	0	0.114840209	0.009724551	4.37E-19	0.007442652	0	0.06262152	0.138242006	0.200863526
GSM3612430	0	0.037008165	0	6.60E-19	0.01256941	1.30E-19	0	0	0	0.055656601	3.02E-19	5.62E-19	5.60E-19	0	0.010155667	0	0.004859117	0.052403359	0	0.002287231	0.03600376	0	0.110376163	4.68E-21	0.027141135	1.92E-18	1.63E-18	0.11187039	0.076484292	0.016752464	0.015453572	2.35E-18	0	0.00077655	0	0.00367479	0.002356525	0	0.010521305	0	1.12E-17	7.05E-18	0.112549079	0.029070891	0.009504974	0	0.000695754	0	0	0.009605233	0.034137057	1.18E-18	2.28E-17	0.004297825	9.14E-19	0.002639225	0	9.67E-20	3.12E-19	0.1275844	0	0.013549489	0.000535777	1.75E-19	0.00152482	0.05007653	0.05160135
GSM3612431	2.23E-18	0.05645791	4.16E-18	1.27E-18	0.010381044	0	7.80E-19	4.33E-18	3.19E-19	0.04506786	0	0	0	5.85E-19	0.068495992	7.73E-18	0.017317675	0.025555658	0.008214414	0.008206028	0.117450744	0.001807158	0.050333905	0	0.195407461	0.003625098	0.000234172	0.20474711	0.161353524	0.008185822	0.062442453	0.004042362	0.006125687	0.009581788	0.001667325	0.004964624	0.004677575	6.15E-18	0.013237285	0.014707926	0	0	0.092500347	0.065826021	0.003965215	0	0.001378687	0	0	0.005225426	0	2.14E-18	0	0.005329921	6.60E-19	0.05683277	0	1.28E-19	0.001721596	0.104290173	0	0	0	0	0.010481916	0.184658057	0.195139973
GSM3612432	0.028647248	0.004751028	1.87E-18	0.119112143	0	0	5.36E-18	0	0.022385569	0.04996256	0.001681858	2.95E-18	0.016428712	0.005056067	0.002985462	0	0.089325825	0.017476076	0.012587329	5.67E-20	0	0.008112354	0.088934156	1.95E-20	0.058198085	0	0	0.063995385	0.01046356	0.003812193	0.000965556	0.023962652	0.034416196	0.005492021	0.011064354	0.001054173	0.000734004	0.040307523	0.031986263	0.003879092	0	2.28E-18	0.126534735	0.007359859	1.90E-18	0	0.000150784	2.97E-18	6.35E-19	0.036721914	0.056406673	0.012914704	0.015570151	0.021685858	1.00E-18	0	0	1.23E-20	0	0	4.94E-19	0.019865295	7.52E-19	7.29E-18	0.108167669	0.031474556	0.139642225
GSM3612433	1.56E-18	0.089802326	0	0.082286339	0	1.97E-19	4.77E-18	0	0.016021332	0.017284292	0.001667585	0	0.018336713	0	0.013063729	0	0.093849072	0.014975457	0.016148656	1.52E-19	0.037492476	0.004334835	0.064365429	6.81E-21	0.229586355	0.003625067	0.000724181	0.180335237	0.040415454	0.003368421	0.021601108	0	0.003621427	0.011749331	0.016199099	0.000774774	0.001785735	0.007263828	0.030316488	0.015494492	2.87E-18	9.18E-18	0.020561902	0.01926882	0	0	0.000756476	0	0	0.013819415	0	2.49E-18	0.01853025	0.015016292	0	0.002037245	0	0	0	0.016671147	4.94E-19	3.68E-20	0	9.18E-21	0.068546849	0.178440579	0.246987427
GSM3612434	0.026118767	0.014019416	0	0.064344534	0.022234922	0.003284025	0.018537903	0.012554267	0.003542311	0.074935475	0.006651552	0.010775374	0.013973419	0	0.110267989	0.009084445	0.029326713	0.020378966	0.005152159	0.006235061	0.037064149	0.001161626	0.052768677	0.000124824	0.161162974	0.018657341	0.000849685	0.079179439	0.061297862	0.01052574	0.014183209	0.000719271	0.005458548	1.91E-19	0.0052113	0.004093265	0.001924098	0.019962345	0.010276055	9.82E-20	0.000341853	5.80E-19	0.175277285	0.019997961	0.002319122	0	6.19E-05	3.11E-20	2.95E-19	0.016886622	0	0.007964117	0.043702477	0.020707606	0.000458811	0.013724476	7.19E-19	6.16E-19	0.000348648	0.056387164	8.59E-19	0.001880512	0	0	0.067562192	0.10612327	0.173685462
GSM3612435	0.078703678	0.039875436	0	0.098256148	0.031198585	0.034884416	0.011357727	0.035591312	0	0.103349545	0.005695322	0.020022435	0.027812215	0.004079706	0.236851733	0.020897435	0.05216465	0.012623562	0.004031969	0.021021337	0.050884247	0	0.027841881	0	0.214148338	0.028057681	0.000782223	0.113711286	0.134385387	0.004016679	0.019905656	0.011646741	0.021740677	0.004273369	0.009102313	0.004628205	0.001440893	0.025460484	0.009390945	0.014065278	0.011658327	0	0.126638907	0.022841218	0	3.09E-19	0.000270769	5.52E-20	1.02E-18	0.01053118	0	0.021204051	0.06620423	0.023864336	0.000838184	0.021827122	2.00E-19	0	0.002157313	0.091334212	0.000258888	0	0	0.048045229	0.138199075	0.152454011	0.290653086
GSM3612436	0.032822327	0.067024967	0	0.461733762	7.05E-18	0.053067788	0.048479907	0.032036264	0.005689163	0.008932837	0.006170248	0.059566474	0.05823405	0.011063512	0.153399029	0	0.107909234	0.015606594	0	0.013800794	0.047327198	2.59E-19	0.019383664	0	0.127653616	0.035003845	5.69E-20	0.284750809	0.176712824	0.005614401	0.016209193	0	0.004378482	0.00939819	5.66E-23	0.009325654	2.79E-19	0.171346699	0.015999216	0.002584905	9.07E-19	3.28E-18	7.72E-18	0.028609674	4.37E-19	0.064569312	0.000539395	8.57E-19	0	0.006528053	0	0.041045652	0	0.021669544	0	0.029135298	0.035073516	0	7.02E-20	0.065478376	0.032306545	0	0.018388162	0.018388597	0.378091529	0.12100289	0.49909442
GSM3612437	0.056111836	0.144473392	0	0.336981009	0.002978634	0.061825786	0.034897403	0.027758796	0.001024154	0.084651419	0.005629365	0.069177373	0.08920523	0.018153332	0.282169376	1.78E-19	0.11676566	0.024279761	0	0.040160473	0.059594359	9.85E-20	0.021396422	0	0.172161779	0.007614876	0.001924265	0.325041705	0.364547139	0.004982298	0.023370882	0.021909608	0.029133395	0.018351951	0.002043898	0.008000101	6.30E-19	0.144076015	0.028870178	0.011357918	0.010827893	0	0	0.045526285	0	0.028449713	0.000100173	0	0	0.014764936	0	0.091141777	0.010100476	0.010474392	0	0.044423981	0.01972656	0	0	0.016013723	0.026247661	0.004512168	0.022259896	0.032003986	0.339239367	0.188114765	0.527354132
GSM3612438	0.002907726	0	1.23E-17	0.021199222	0.079948486	0	3.64E-18	4.78E-18	1.50E-18	0.067196592	2.23E-20	2.45E-18	0	5.24E-18	0.002528535	0	0.019027522	0.079464968	0.011315208	4.40E-19	0	1.70E-18	0.04398712	0	0	0	2.65E-19	0.024735605	0.017681688	0	0	0.005008641	0.010813879	7.04E-19	0.009847102	0	0.001742719	0	0.050962072	0	0	1.22E-19	0.212546987	0	0.004430104	1.73E-19	0.000566304	8.15E-19	0	0.024325101	0.030592448	0.007372745	2.84E-18	0.007939623	0	1.09E-18	0.01527361	0	0	0.102355284	0.010546691	0.00432119	0.057667982	4.00E-18	0.024036644	0	0.024036644
GSM3612439	0.006693458	0.067300461	6.04E-18	0	0.041867725	0	0	1.20E-18	0	0.057183201	4.57E-20	7.53E-18	5.75E-19	8.17E-18	0.010568008	1.47E-18	0.009244507	0.038390864	0.017709327	0	0.020023477	0	0.062355268	2.45E-20	0.102358105	0.020478255	0	0.187174929	0.058235374	0.008202915	0.008086577	0.011826334	0.023388738	0.006764364	0.019181339	0	0.002210333	1.15E-17	0.072123275	0.007581641	1.44E-17	0	0.222461375	0.016924894	0.003777068	0	6.37E-05	1.18E-19	2.44E-18	0.013238615	0.00386929	0.003219683	1.51E-19	0.006680632	3.14E-18	0	0	2.15E-19	1.18E-18	0.092817606	2.33E-19	0.009118449	0.034513073	6.15E-18	0.020671782	0.094841021	0.115512804
GSM3612440	0.004615654	0.003202014	0	0.012100955	6.70E-19	0.00185663	0	0	0	0.016245069	0.009562274	0	0.000541715	0	0.007548273	0.010564464	0.002458774	0.044246788	0.009075865	0.000499963	0.015208699	0.001503192	0.054388898	0	0.03581776	0.013324132	3.66E-19	0.054478916	0.041356821	0.001590189	0.008540372	0.002356974	0.005019225	0.000145272	0.008611908	0.005881671	0.000197862	0	0.017184741	0	0	0	0.151180045	0.00647143	0.005592673	3.24E-19	0.001686135	1.14E-18	7.21E-19	0.03705858	0.009540967	0	0.017026462	0.011953069	0	0	3.12E-18	0	0	0.089994654	0.000909682	0.014416838	0.015217948	0	0.016715328	0.027114236	0.043829565
GSM3612441	9.52E-18	0.120188898	0.005450489	0	0.044499084	0	2.42E-18	0	0	0.001271605	0.003405543	0	4.50E-19	3.12E-18	0.039622135	0.011453052	0.003299728	0.033869787	0.007235928	0.006374942	0.0700423	0.000589576	0.066878233	0.000366474	0.189119924	0.000509948	0.002138078	0.131059502	0.151291771	0.011124867	0.042610893	0.005037704	0.017769178	0.016991443	0.009273688	0.009154613	0.000483218	4.02E-18	0.03265111	0.008397188	0.024920128	0	0.010337958	0.038650409	0.002403137	0	0.000880804	0.009644023	8.46E-19	0.029917063	2.10E-18	5.35E-20	0.018293439	0.002191683	5.24E-19	0.040145461	0	1.19E-19	0.00051817	0.074427858	2.24E-20	0.003141969	0.002553576	0	0.037226707	0.189675561	0.226902268
GSM3612442	0.030023659	0.004921354	5.44E-18	0.090240784	0.001729535	0.014284988	0.010097279	0.005585327	0	0.045083731	2.28E-19	0.030068571	0.01891559	0.011366274	0.149653676	9.54E-20	0.093069141	0.035400562	4.91E-19	0.013249137	0.03540221	1.62E-19	0.088512081	0.000312604	0.15260637	0.008980735	2.39E-19	0.300182902	0.194193637	0.017145714	0.010264611	0.001551137	0.003714285	0.00075879	9.32E-20	0.016177013	0.002229733	0.012145783	0.050940752	0.000905714	0	4.09E-18	0.051257056	0.0168391	0.018851154	0	0.000561577	0	3.03E-18	0.006519225	0	0.01305195	2.81E-18	0.002466729	0	0.052220106	1.07E-19	0	0.000225137	0.11620517	0.005800685	0	0.080998409	0	0.093796637	0.096464967	0.190261604
GSM3612443	0.045584681	0.032355849	1.20E-18	0.167889905	0.012692076	0.046581838	0.015080941	0.023068542	0	0.089886422	1.48E-19	0.068896568	0.07956458	0.013015789	0.34683773	1.29E-18	0.100423216	0.018515887	0	0.038189916	0.05565812	4.28E-19	0.080086732	3.49E-20	0.20366808	0.029082514	0.000585137	0.374706952	0.365205205	0.018139832	0.020756519	0.01352646	0.013236591	0.007857017	0	0.008067348	3.30E-19	0.061711442	0.047655816	0.011766977	0	1.44E-20	0	0.033140123	0.009875396	0	0.000190296	9.34E-20	5.23E-18	6.33E-19	0	0.068385137	0	0.00840425	0	0.05770153	0	1.13E-19	0	0.060858268	0.00783262	2.69E-19	0.050927796	0.030372845	0.207714261	0.145841024	0.353555285
GSM3612444	0.041415708	3.04E-20	0	0.003609775	0.032251444	0.003173915	3.19E-19	0.000188615	6.74E-18	0.042984616	0.006341512	0.006221365	0.008453915	5.12E-19	0.010417068	0.00118531	0.016989486	0.088243775	0	0.001063284	0.033174302	0	0.061827331	0	0.052187723	4.18E-18	3.06E-20	0.08226191	0.033790735	0.006563694	0.008717637	0.015909628	0.032823502	0	4.98E-05	0.003369881	0.001404813	0	0.009952565	0.000406696	6.45E-19	4.38E-18	0.155344555	0.03163776	0.003757985	1.11E-18	4.53E-05	4.33E-20	1.88E-18	0.011901686	0.023726457	0.010062316	0.016453254	0.008670241	2.86E-18	8.57E-19	0	0	1.95E-18	0.14340345	0.006503469	0.073349772	0.018561185	1.47E-18	0.0180283	0.042681013	0.060709313
GSM3612445	0.034507133	0.011010907	0	0	0.007543674	0	3.28E-19	0	0	0.035491384	0.01458305	0.017620824	0.003140148	2.66E-18	0.040641168	0.00930058	0.002054687	0.087221721	0	0.00487359	0.035153537	0	0.098433096	0	0.09357207	1.46E-18	0	0.135319671	0.091795426	0.051111729	0.00723057	0.012010195	0.028544953	0	0.003366357	0.003654445	0.005037622	0	0.011424249	0.001030039	0	0	0.103552994	0.033273059	0.015278226	0	1.21E-21	1.24E-19	0	0.016736145	0.012772884	0.003841226	0	0.004501794	1.21E-18	3.80E-18	0	0.005104468	0	0.170126665	0.001324283	0.048799688	0.013981121	0	0.025247311	0.069868257	0.095115568
